element,sp_num,obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Ta,1,682.496,682.492+,18c,,,22428.56,37076.71,5d4.(3H).6s,a 4H,11/2,5d3.6s.(3H).6p,z 4H*?,9/2,,,L3475,
Ta,1,683.200,683.200+,13,,,21381.01,36013.97,5d4.(5D).6s,a 4D,3/2,5d3.6s.(3H).6p,z 4G*?,5/2,,,L3475,
Ta,1,685.083,685.078+,15,,,21153.33,35746.18,5d4.(3H).6s,a 4H,9/2,,357*,7/2,,,L3475,
Ta,1,686.513,686.510+,15,1.5e+05,C,10950.22,25512.63,5d3.6s2,a 2P,3/2,5d3.6s.(5F).6p,y 4D*,1/2,,T4976,L3475,
Ta,1,686.623,686.624+,210,2.58e+06,B+,12234.76,26794.76,5d4.(5D).6s,a 6D,7/2,5d3.6s.(5F).6p,z 6D*,5/2,,T4976,L3475,
Ta,1,687.527,687.527+,180,,,9975.81,24516.69,5d4.(5D).6s,a 6D,3/2,5d3.6s.(5F).6p,z 6D*,1/2,,,L3475,
Ta,1,687.749,687.747+,40,,,21622.92,36159.13,5d4.(3G).6s,a 4G,5/2,5d3.6s.(3H).6p,z 4H*?,7/2,,,L3475,
Ta,1,689.677,689.676+,15,,,10690.32,25185.89,5d3.6s2,a 2G,9/2,,251*,9/2,,,L3475,
Ta,1,690.055,690.053+,40,,,26022.74,40510.38,5d4.(3G).6s,a 4G,11/2,5d3.6s.(3H).6p,z 4G*?,11/2,,,L3475,
Ta,1,690.210,690.205+,150,,,9758.97,24243.42,5d4.(5D).6s,a 6D,1/2,5d3.6s.(5F).6p,z 6F*,3/2,,,L3475,
Ta,1,692.738,692.74+,140,1.01e+06,C+,13351.45,27783.0?,5d4.(5D).6s,a 6D,9/2,,277*,11/2,,T4976,L3475,
Ta,1,692.854,692.849+,140,1.69e+06,B+,13351.45,27780.62,5d4.(5D).6s,a 6D,9/2,5d3.6s.(5F).6p,z 6D*,7/2,,T4976,L3475,
Ta,1,693.933,693.927+,8h,,,26575.02,40981.79,5d4.(5D).6s,a 4D,7/2,,409*,7/2,,,L3475,
Ta,1,694.687,694.685+,20c,,,21622.92,36013.97,5d4.(3G).6s,a 4G,5/2,5d3.6s.(3H).6p,z 4G*?,5/2,,,L3475,
Ta,1,695.126,695.123+,65,3.7e+05,B,13351.45,27733.43,5d4.(5D).6s,a 6D,9/2,5d3.6s.(5F).6p,z 6F*,9/2,,T4976,L3475,
Ta,1,695.388,695.389+,45,8.3e+05,C+,17224.47,31600.95,5d3.6s2,a 2F,5/2,,316*,7/2,,T4976,L3475,
Ta,1,696.613,696.615+,180,1.21e+06,B+,12234.76,26585.93,5d4.(5D).6s,a 6D,7/2,5d3.6s.(5F).6p,z 6F*,7/2,,T4976,L3475,
Ta,1,696.949,696.948+,8,2.9e+05,C,21153.33,35497.65,5d4.(3H).6s,a 4H,9/2,,354*,9/2,,T4976,L3475,
Ta,1,697.131,697.133+,8c,,,23912.89,38253.39,5d4.(3G).6s,a 4G,9/2,,382*,7/2,,,L3475,
Ta,1,697.153,697.16+,9,,,21381.01,35721.0,5d4.(5D).6s,a 4D,3/2,,357*,3/2,,,L3475,
Ta,1,698.352,698.351+,23,,,22761.21,37076.71,5d4.(3G).6s,a 4G,7/2,5d3.6s.(3H).6p,z 4H*?,9/2,,,L3475,
Ta,1,699.522,699.522+,110D,,,10690.32,24981.85,5d3.6s2,a 2G,9/2,5d3.6s.(5F).6p,z 4F*,7/2,,,L3475,
Ta,1,699.549,699.550+,110D,,,6049.42,20340.39,5d3.6s2,a 4P,1/2,5d2.6s2.(3P).6p,z 2S*,1/2,,,L3475,
Ta,1,700.021,700.022+,20,,,23912.89,38194.22,5d4.(3G).6s,a 4G,9/2,5d3.6s.(3H).6p,z 4H*?,11/2,,,L3475,
Ta,1,700.507,700.505+,40,,,6068.91,20340.39,5d3.6s2,a 4P,3/2,5d2.6s2.(3P).6p,z 2S*,1/2,,,L3475,
Ta,1,700.696,700.695+,75,,,9975.81,24243.42,5d4.(5D).6s,a 6D,3/2,5d3.6s.(5F).6p,z 6F*,3/2,,,L3475,
Ta,1,702.503,702.503+,50,,,10950.22,25181.12,5d3.6s2,a 2P,3/2,5d3.6s.(5F).6p,z 6F*,5/2,,,L3475,
Ta,1,703.151,703.148+,13,2.2e+05,C+,17383.12,31600.95,5d3.6s2,a 2F,7/2,,316*,7/2,,T4976,L3475,
Ta,1,703.907,703.903+,40,,,22428.56,36631.15,5d4.(3H).6s,a 4H,11/2,,366*,9/2,,,L3475,
Ta,1,708.130,708.133+,15h,,,23512.34,37630.09,5d4.(a 3F).6s,b 4F,5/2,,376*,5/2,,,L3475,
Ta,1,708.540,708.539+,20,4.7e+04,C+,9253.43,23363.09,5d3.6s2,a 4P,5/2,5d3.6s.(5F).6p,z 4F*,5/2,,T4976,L3475,
Ta,1,709.302,709.302+,23,1.26e+05,C+,12865.97,26960.46,5d3.6s2,a 2D,5/2,,269*,7/2,,T4976,L3475,
Ta,1,710.805,710.801+,8*,,,22761.21,36825.97,5d4.(3G).6s,a 4G,7/2,5d3.6s.(3G).6p,y 4G*?,5/2,,,L3475,
Ta,1,710.805,710.808+,8*,,,21153.33,35217.94,5d4.(3H).6s,a 4H,9/2,,352*,9/2,,,L3475,
Ta,1,711.752,711.751+,15c,,,25376.41,39422.40,,253,9/2,,394*,9/2,,,L3475,
Ta,1,712.127,712.122+,20,,,22761.21,36799.88,5d4.(3G).6s,a 4G,7/2,5d3.6s.(3H).6p,z 4G*?,7/2,,,L3475,
Ta,1,712.572,712.571+,40,,,3963.92,17993.74,5d3.6s2,a 4F,7/2,,179*,5/2,,,L3475,
Ta,1,714.863,714.862+,150,,,12234.76,26219.62,5d4.(5D).6s,a 6D,7/2,5d2.6s2.(3P).6p,z 4P*?,5/2,,,L3475,
Ta,1,717.290,717.292+,110,,,11243.63,25181.12,5d4.(5D).6s,a 6D,5/2,5d3.6s.(5F).6p,z 6F*,5/2,,,L3475,
Ta,1,717.491,,13c,,,,,,,,,,,,,L3475,
Ta,1,719.135,719.134+,13,,,24546.20,38447.99,5d4.(5D).6s,a 4D,5/2,5d3.6s.(3G).6p,y 4F*?,5/2,,,L3475,
Ta,1,723.345,,8,,,,,,,,,,,,,L3475,
Ta,1,725.027,725.026+,30h,3.28e+05,B+,10950.22,24739.03,5d3.6s2,a 2P,3/2,5d3.6s.(5F).6p,z 6D*,3/2,,T4976,L3475,
Ta,1,726.482,726.483+,11h,,,24917.90,38679.05,,249,7/2,5d3.6s.(3G).6p,y 4G*?,7/2,,,L3475,
Ta,1,727.229,,6,,,,,,,,,,,,,L3475,
Ta,1,727.696,727.696+,30,,,11243.63,24981.85,5d4.(5D).6s,a 6D,5/2,5d3.6s.(5F).6p,z 4F*,7/2,,,L3475,
Ta,1,727.754,727.749+,5,,,22842.84,36580.06,,228,3/2,5d3.6s.(3G).6p,y 4F*?,3/2,,,L3475,
Ta,1,728.636,728.636+,9,9.0e+04,D+,11792.13,25512.63,5d3.6s2,a 2P,1/2,5d3.6s.(5F).6p,y 4D*,1/2,,T4976,L3475,
Ta,1,729.632,,13c,,,,,,,,,,,,,L3475,
Ta,1,730.174,730.175+,140,,,12234.76,25926.34,5d4.(5D).6s,a 6D,7/2,5d3.6s.(5F).6p,z 4F*,9/2,,,L3475,
Ta,1,731.984,731.985+,20,7.7e+04,C+,9705.38,23363.09,5d3.6s2,a 2G,7/2,5d3.6s.(5F).6p,z 4F*,5/2,,T4976,L3475,
Ta,1,732.272,732.264+,11c,1.30e+05,C+,15114.14,28766.65,5d3.6s2,a 2H,11/2,5d3.6s.(5F).6p,z 6D*,9/2,,T4976,L3475,
Ta,1,732.595,732.593+,13,,,21153.33,34799.71,5d4.(3H).6s,a 4H,9/2,,347*,7/2,,,L3475,
Ta,1,734.019,734.011+,11cw,,,21622.92,35242.94,5d4.(3G).6s,a 4G,5/2,,352*,3/2,,,L3475,
Ta,1,734.641,734.640+,160,,,6049.42,19657.78,5d3.6s2,a 4P,1/2,5d2.6s2.(3F).6p,z 4D*,3/2,,,L3475,
Ta,1,735.286,735.284+,140c,,,9758.97,23355.41,5d4.(5D).6s,a 6D,1/2,5d3.6s.(5F).6p,z 6F*,1/2,,,L3475,
Ta,1,735.696,735.694+,100,,,6068.91,19657.78,5d3.6s2,a 4P,3/2,5d2.6s2.(3F).6p,z 4D*,3/2,,,L3475,
Ta,1,736.909,736.908+,90cw,,,10950.22,24516.69,5d3.6s2,a 2P,3/2,5d3.6s.(5F).6p,z 6D*,1/2,,,L3475,
Ta,1,740.789,740.789+,160,2.03e+06,B+,11243.63,24739.03,5d4.(5D).6s,a 6D,5/2,5d3.6s.(5F).6p,z 6D*,3/2,,T4976,L3475,
Ta,1,743.519,743.517+,11c,,,26022.74,39468.63,5d4.(3G).6s,a 4G,11/2,5d3.6s.(3H).6p,z 4I*?,11/2,,,L3475,
Ta,1,744.017,744.014+,23,,,25376.41,38813.32,,253,9/2,5d3.6s.(3H).6p,z 4G*?,9/2,,,L3475,
Ta,1,746.775,746.772+,30,1.43e+05,C+,9975.81,23363.09,5d4.(5D).6s,a 6D,3/2,5d3.6s.(5F).6p,z 4F*,5/2,,T4976,L3475,
Ta,1,748.601,748.598+,23,,,20646.54,34001.16,5d4.(3H).6s,a 4H,7/2,,340*,5/2,,,L3475,
Ta,1,752.056,752.057+,30,,,10950.22,24243.42,5d3.6s2,a 2P,3/2,5d3.6s.(5F).6p,z 6F*,3/2,,,L3475,
Ta,1,756.923,756.918+,6,7.3e+04,D+,17383.12,30590.95,5d3.6s2,a 2F,7/2,,305*,7/2,,T4976,L3475,
Ta,1,759.022,759.027+,9,,,22842.84,36013.97,,228,3/2,5d3.6s.(3H).6p,z 4G*?,5/2,,,L3475,
Ta,1,764.962,764.954+,6,,,22428.56,35497.65,5d4.(3H).6s,a 4H,11/2,,354*,9/2,,,L3475,
Ta,1,772.202,772.205+,11h,,,12234.76,25181.12,5d4.(5D).6s,a 6D,7/2,5d3.6s.(5F).6p,z 6F*,5/2,,,L3475,
Ta,1,776.311,776.29+,11,,,22842.84,35721.0,,228,3/2,,357*,3/2,,,L3475,
Ta,1,777.967,777.959+,9c,,,20646.54,33497.15,5d4.(3H).6s,a 4H,7/2,,334*,9/2,,,L3475,
Ta,1,784.276,784.277+,20c,,,12234.76,24981.85,5d4.(5D).6s,a 6D,7/2,5d3.6s.(5F).6p,z 4F*,7/2,,,L3475,
Ta,1,788.237,788.237+,100,,,11243.63,23926.68,5d4.(5D).6s,a 6D,5/2,5d2.6s2.(3F).6p,z 4D*,7/2,,,L3475,
Ta,1,795.019,795.017+,30,,,13351.45,25926.34,5d4.(5D).6s,a 6D,9/2,5d3.6s.(5F).6p,z 4F*,9/2,,,L3475,
Ta,1,795.207,,5,,,,,,,,,,,,,L3475,
Ta,1,799.875,799.877+,6,,,17224.47,29722.95,5d3.6s2,a 2F,5/2,,297*,7/2,,,L3475,
Ta,1,802.209,802.208+,6,,,21153.33,33615.49,5d4.(3H).6s,a 4H,9/2,,336*,9/2,,,L3475,
Ta,1,802.650,802.650+,75,3.3e+05,C+,6049.42,18504.72,5d3.6s2,a 4P,1/2,5d2.6s2.(3F).6p,z 4D*,1/2,,T4976,L3475,
Ta,1,802.904,802.909+,5,,,11792.13,24243.42,5d3.6s2,a 2P,1/2,5d3.6s.(5F).6p,z 6F*,3/2,,,L3475,
Ta,1,803.908,803.908+,15,9.3e+04,C+,6068.91,18504.72,5d3.6s2,a 4P,3/2,5d2.6s2.(3F).6p,z 4D*,1/2,,T4976,L3475,
Ta,1,805.393,805.394+,8,2.0e+04,D,10950.22,23363.09,5d3.6s2,a 2P,3/2,5d3.6s.(5F).6p,z 4F*,5/2,,T4976,L3475,
Ta,1,806.898,806.906+,15,2.0e+05,C+,15391.01,27780.62,5d3.6s2,a 2H,9/2,5d3.6s.(5F).6p,z 6D*,7/2,,T4976,L3475,
Ta,1,810.011,810.014+,5,,,9705.38,22047.45,5d3.6s2,a 2G,7/2,5d2.6s2.(3P).6p,z 2D*,5/2,,,L3475,
Ta,1,812.876,812.877+,13,,,23514.86,35813.47,5d4.(3H).6s,a 4H,13/2,,358*,11/2,,,L3475,
Ta,1,815.854,815.857+,9,,,24546.20,36799.88,5d4.(5D).6s,a 4D,5/2,5d3.6s.(3H).6p,z 4G*?,7/2,,,L3475,
Ta,1,818.074,,5c,,,,,,,,,,,,,L3475,
Ta,1,824.895,824.893+,13c,6.5e+04,C,11243.63,23363.09,5d4.(5D).6s,a 6D,5/2,5d3.6s.(5F).6p,z 4F*,5/2,,T4976,L3475,
Ta,1,826.485,826.486+,20D,1.3e+05,E,9758.97,21855.07,5d4.(5D).6s,a 6D,1/2,5d3.6s.(5F).6p,z 4F*,3/2,,T4976,L3475,
Ta,1,828.162,828.160+,75,,,9975.81,22047.45,5d4.(5D).6s,a 6D,3/2,5d2.6s2.(3P).6p,z 2D*,5/2,,,L3475,
Ta,1,838.906,838.910+,11,,,21153.33,33070.28,5d4.(3H).6s,a 4H,9/2,,330*,11/2,,,L3475,
Ta,1,841.573,841.572+,5,5.3e+04,C,9975.81,21855.07,5d4.(5D).6s,a 6D,3/2,5d3.6s.(5F).6p,z 4F*,3/2,,T4976,L3475,
Ta,1,844.762,844.759+,25cw,,,13351.45,25185.89,5d4.(5D).6s,a 6D,9/2,,251*,9/2,,,L3475,
Ta,1,855.049,855.057+,11h,,,12234.76,23926.68,5d4.(5D).6s,a 6D,7/2,5d2.6s2.(3F).6p,z 4D*,7/2,,,L3475,
Ta,1,857.592,857.590+,15,,,13351.45,25008.83,5d4.(5D).6s,a 6D,9/2,5d3.6s.(5F).6p,z 6G*,11/2,,,L3475,
Ta,1,859.584,859.580+,10cw,,,13351.45,24981.85,5d4.(5D).6s,a 6D,9/2,5d3.6s.(5F).6p,z 4F*,7/2,,,L3475,

