element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Xe,1,2241.29,,2241.293+,75:,1.98e+05,B,83889.971,88351.681,5p5.(2P*<3/2>).5d,2[3/2]*,1,5p5.(2P*<3/2>).7p,2[5/2],2,,"T8608n,T6672",L2228,
Xe,1,2262.45,,2262.444+,90:,,,85440.017,89860.015,5p5.(2P*<3/2>).7s,2[3/2]*,1,5p5.(2P*<1/2>).6p,2[1/2],0,,,L2228,
Xe,1,2297.11,,2297.103+,40:,,,89024.890,93378.199,5p5.(2P*<3/2>).6d,2[7/2]*,3,5p5.(2P*<3/2>).5f,2[9/2],4,,,L2228,
Xe,1,2302.87,,2302.872+,10:,,,88379.126,92721.530,5p5.(2P*<1/2>).6p,2[3/2],1,5p5.(2P*<3/2>).7d,2[3/2]*,2,,,L2228,
Xe,1,2307.98,,2307.976+,45:,,,87927.131,92259.931,5p5.(2P*<3/2>).7p,2[1/2],1,5p5.(2P*<3/2>).7d,2[1/2]*,0,,,L2228,
Xe,1,2311.16,,2311.158+,8:,,,88351.681,92678.516,5p5.(2P*<3/2>).7p,2[5/2],2,5p5.(2P*<3/2>).7d,2[5/2]*,2,,,L2228,
Xe,1,2319.80,0.08,2319.967+,10,,,78119.798,82430.204,5p5.(2P*<3/2>).6p,2[5/2],2,5p5.(2P*<3/2>).5d,2[5/2]*,3,,,L7449,
Xe,1,2325.91,,2325.911+,35:,,,88379.126,92678.516,5p5.(2P*<1/2>).6p,2[3/2],1,5p5.(2P*<3/2>).7d,2[5/2]*,2,,,L2228,
Xe,1,2328.59,,2328.590+,110:,,,88351.681,92646.125,5p5.(2P*<3/2>).7p,2[5/2],2,5p5.(2P*<3/2>).7d,2[7/2]*,3,,,L2228,
Xe,1,2345.00,,2345.005+,35:,,,88469.213,92733.597,5p5.(2P*<3/2>).7p,2[5/2],3,5p5.(2P*<3/2>).7d,2[5/2]*,3,,,L2228,
Xe,1,2380.30,,2380.297+,60:,,,87927.131,92128.287,5p5.(2P*<3/2>).7p,2[1/2],1,5p5.(2P*<3/2>).7d,2[1/2]*,1,,,L2228,
Xe,1,2394.11,,2394.113+,30:,,,88469.213,92646.125,5p5.(2P*<3/2>).7p,2[5/2],3,5p5.(2P*<3/2>).7d,2[7/2]*,3,,,L2228,
Xe,1,2445.03,,2445.030+,70:,,,85188.777,89278.706,5p5.(2P*<3/2>).7s,2[3/2]*,2,5p5.(2P*<1/2>).6p,2[1/2],1,,,L2228,
Xe,1,2470.90,,2470.907+,60:,,,88686.500,92733.597,5p5.(2P*<3/2>).7p,2[3/2],2,5p5.(2P*<3/2>).7d,2[5/2]*,3,,,L2228,
Xe,1,2478.30,,2478.296+,30:,,,88686.500,92721.530,5p5.(2P*<3/2>).7p,2[3/2],2,5p5.(2P*<3/2>).7d,2[3/2]*,2,,,L2228,
Xe,1,2483.22,0.08,2483.150+,20,5.9e+05,D+,78403.061,82430.204,5p5.(2P*<3/2>).6p,2[5/2],3,5p5.(2P*<3/2>).5d,2[5/2]*,3,,"T796n,T7944",L7449,
Xe,1,2515.28,,2515.271+,175:,,,88469.213,92444.927,5p5.(2P*<3/2>).7p,2[5/2],3,5p5.(2P*<3/2>).7d,2[7/2]*,4,,,L2228,
Xe,1,2516.63,,2516.623+,60:,,,85188.777,89162.356,5p5.(2P*<3/2>).7s,2[3/2]*,2,5p5.(2P*<1/2>).6p,2[3/2],2,,,L2228,
Xe,1,2541.97,,2541.970+,45:,,,88744.559,92678.516,5p5.(2P*<3/2>).7p,2[3/2],1,5p5.(2P*<3/2>).7d,2[5/2]*,2,,,L2228,
Xe,1,2582.79,,2582.790+,30:,,,88842.256,92714.038,5p5.(2P*<3/2>).7p,2[1/2],0,5p5.(2P*<3/2>).7d,2[3/2]*,1,,,L2228,
Xe,1,2602.78,,2602.780+,50:,,,88491.020,92333.066,5p5.(2P*<3/2>).6d,2[1/2]*,0,5p5.(2P*<3/2>).8p,2[3/2],1,,,L2228,
Xe,1,2605.06,,2605.056+,10:,,,85440.017,89278.706,5p5.(2P*<3/2>).7s,2[3/2]*,1,5p5.(2P*<1/2>).6p,2[1/2],1,,,L2228,
Xe,1,2627.59,0.08,2627.626+,60,6.20e+05,B,78119.798,81925.514,5p5.(2P*<3/2>).6p,2[5/2],2,5p5.(2P*<3/2>).5d,2[5/2]*,2,,T7944,L7449,
Xe,1,2647.88,,2647.880+,8:,,,88351.681,92128.287,5p5.(2P*<3/2>).7p,2[5/2],2,5p5.(2P*<3/2>).7d,2[1/2]*,1,,,L2228,
Xe,1,2651.77,0.08,2651.810+,30,1.60e+05,C+,80118.962,83889.971,5p5.(2P*<3/2>).6p,2[1/2],0,5p5.(2P*<3/2>).5d,2[3/2]*,1,,T7944,L7449,
Xe,1,2660.83,,2660.83+,8:,9.3e+05,D+,89860.015,93618.24,5p5.(2P*<1/2>).6p,2[1/2],0,5p5.(2P*<1/2>).5d,2[3/2]*,1,,"T796n,T7944",L2228,
Xe,1,2775.08,,2775.077+,15:,,,88549.775,92153.279,5p5.(2P*<3/2>).6d,2[1/2]*,1,5p5.(2P*<3/2>).8p,2[1/2],1,,,L2228,
Xe,1,2809.64,,2809.641+,15:,,,89162.356,92721.530,5p5.(2P*<1/2>).6p,2[3/2],2,5p5.(2P*<3/2>).7d,2[3/2]*,2,,,L2228,
Xe,1,2812.32,,2812.321+,50:,6.e+05,D+,85188.777,88744.559,5p5.(2P*<3/2>).7s,2[3/2]*,2,5p5.(2P*<3/2>).7p,2[3/2],1,,T8608,L2228,
Xe,1,2838.93,,2838.931+,250:,,,78403.061,81925.514,5p5.(2P*<3/2>).6p,2[5/2],3,5p5.(2P*<3/2>).5d,2[5/2]*,2,,,L2228,
Xe,1,2846.66,,2846.654+,8:,,,88708.466,92221.362,5p5.(2P*<3/2>).6d,2[3/2]*,2,5p5.(2P*<3/2>).8p,2[5/2],2,,,L2228,
Xe,1,2859.00,,2859.003+,750:,2.48e+06,B,85188.777,88686.500,5p5.(2P*<3/2>).7s,2[3/2]*,2,5p5.(2P*<3/2>).7p,2[3/2],2,,"T8608n,T6672",L2228,
Xe,1,2870.45,,2870.454+,15:,,,89162.356,92646.125,5p5.(2P*<1/2>).6p,2[3/2],2,5p5.(2P*<3/2>).7d,2[7/2]*,3,,,L2228,
Xe,1,2902.91,,2902.915+,8:,,,88708.466,92153.279,5p5.(2P*<3/2>).6d,2[3/2]*,2,5p5.(2P*<3/2>).8p,2[1/2],1,,,L2228,
Xe,1,2905.47,,2905.467+,75:,,,88686.500,92128.287,5p5.(2P*<3/2>).7p,2[3/2],2,5p5.(2P*<3/2>).7d,2[1/2]*,1,,,L2228,
Xe,1,2939.24,,2939.241+,300:,2.84e+06,B,85440.017,88842.256,5p5.(2P*<3/2>).7s,2[3/2]*,1,5p5.(2P*<3/2>).7p,2[1/2],0,,"T8608n,T6672",L2228,
Xe,1,2945.61,,2945.610+,150:,,,88351.681,91746.564,5p5.(2P*<3/2>).7p,2[5/2],2,5p5.(2P*<1/2>).5d,2[5/2]*,3,,,L2228,
Xe,1,2955.32,,2955.320+,20:,,,88744.559,92128.287,5p5.(2P*<3/2>).7p,2[3/2],1,5p5.(2P*<3/2>).7d,2[1/2]*,1,,,L2228,
Xe,1,2965.77,,2965.765+,100:,,,90032.155,93403.966,5p5.(2P*<3/2>).6d,2[3/2]*,1,5p5.(2P*<3/2>).5f,2[5/2],2,,,L2228,
Xe,1,2982.17,,2982.174+,100:,,,88911.692,92264.950,5p5.(2P*<3/2>).6d,2[7/2]*,4,5p5.(2P*<3/2>).8p,2[5/2],3,,,L2228,
Xe,1,2999.32,,2999.319+,75:,,,90032.155,93366.245,5p5.(2P*<3/2>).6d,2[3/2]*,1,5p5.(2P*<3/2>).5f,2[3/2],2,,,L2228,
Xe,1,3003.01,,3003.01+,12:,,,90804.538,94134.53,5p5.(2P*<3/2>).8s,2[3/2]*,2,5p5.(2P*<3/2>).9p,2[5/2],3,,,L2228,
Xe,1,3026.14,,3026.138+,600:,1.1e+06,D+,85440.017,88744.559,5p5.(2P*<3/2>).7s,2[3/2]*,1,5p5.(2P*<3/2>).7p,2[3/2],1,,T8608,L2228,
Xe,1,3043.19,,3043.185+,60:,,,88842.256,92128.287,5p5.(2P*<3/2>).7p,2[1/2],0,5p5.(2P*<3/2>).7d,2[1/2]*,1,,,L2228,
Xe,1,3048.37,,3048.375+,1500:,3.76e+06,B,85188.777,88469.213,5p5.(2P*<3/2>).7s,2[3/2]*,2,5p5.(2P*<3/2>).7p,2[5/2],3,,T8608,L2228,
Xe,1,3051.24,,3051.245+,100:,,,88469.213,91746.564,5p5.(2P*<3/2>).7p,2[5/2],3,5p5.(2P*<1/2>).5d,2[5/2]*,3,,,L2228,
Xe,1,3080.26,,3080.256+,500:,8.63e+05,B,85440.017,88686.500,5p5.(2P*<3/2>).7s,2[3/2]*,1,5p5.(2P*<3/2>).7p,2[3/2],2,,"T8608n,T6672",L2228,
Xe,1,3086.36,,3086.363+,15:,,,89024.890,92264.950,5p5.(2P*<3/2>).6d,2[7/2]*,3,5p5.(2P*<3/2>).8p,2[5/2],3,,,L2228,
Xe,1,3107.77,,3107.772+,6000:,7.3e+05,C,79212.465,82430.204,5p5.(2P*<3/2>).6p,2[3/2],2,5p5.(2P*<3/2>).5d,2[5/2]*,3,,"T796n,T7944",L2228,
Xe,1,3128.45,,3128.449+,80:,,,89024.890,92221.362,5p5.(2P*<3/2>).6d,2[7/2]*,3,5p5.(2P*<3/2>).8p,2[5/2],2,,,L2228,
Xe,1,3134.45,,3134.453+,125:,,,85188.777,88379.126,5p5.(2P*<3/2>).7s,2[3/2]*,2,5p5.(2P*<1/2>).6p,2[3/2],1,,,L2228,
Xe,1,3161.65,,3161.651+,550:,1.16e+06,B,85188.777,88351.681,5p5.(2P*<3/2>).7s,2[3/2]*,2,5p5.(2P*<3/2>).7p,2[5/2],2,,"T8608n,T6672",L2228,
Xe,1,3230.19,,3230.190+,100:,,,88351.681,91447.474,5p5.(2P*<3/2>).7p,2[5/2],2,5p5.(2P*<1/2>).5d,2[3/2]*,2,,,L2228,
Xe,1,3236.44,,3236.447+,70:,,,89243.258,92333.066,5p5.(2P*<3/2>).6d,2[5/2]*,2,5p5.(2P*<3/2>).8p,2[3/2],1,,,L2228,
Xe,1,3259.08,,3259.083+,12:,,,88379.126,91447.474,5p5.(2P*<1/2>).6p,2[3/2],1,5p5.(2P*<1/2>).5d,2[3/2]*,2,,,L2228,
Xe,1,3274.82,,3274.822+,1800:,3.7e+05,D+,77269.145,80322.746,5p5.(2P*<3/2>).6p,2[1/2],1,5p5.(2P*<3/2>).5d,2[3/2]*,2,,"T796n,T7944",L2228,
Xe,1,3327.46,,3327.454+,75:,,,87927.131,90932.432,5p5.(2P*<3/2>).7p,2[1/2],1,5p5.(2P*<3/2>).8s,2[3/2]*,1,,,L2228,
Xe,1,3353.61,,3353.61+,22:,,,91152.670,94134.53,5p5.(2P*<1/2>).5d,2[5/2]*,2,5p5.(2P*<3/2>).9p,2[5/2],3,,,L2228,
Xe,1,3367.59,,3367.590+,3500:,5.90e+05,B+,78956.031,81925.514,5p5.(2P*<3/2>).6p,2[3/2],1,5p5.(2P*<3/2>).5d,2[5/2]*,2,,T7944,L2228,
Xe,1,3402.39,,3402.392+,150:,,,85440.017,88379.126,5p5.(2P*<3/2>).7s,2[3/2]*,1,5p5.(2P*<1/2>).6p,2[3/2],1,,,L2228,
Xe,1,3408.41,,3408.408+,90:,,,77185.041,80118.962,5p5.(2P*<1/2>).6s,2[1/2]*,1,5p5.(2P*<3/2>).6p,2[1/2],0,,,L2228,
Xe,1,3434.00,1.00,3434.462+,450,1.40e+06,B,85440.017,88351.681,5p5.(2P*<3/2>).7s,2[3/2]*,1,5p5.(2P*<3/2>).7p,2[5/2],2,,"T8608n,T6672",L4227c110,
Xe,1,3475.35,,3475.351+,170:,,,87927.131,90804.538,5p5.(2P*<3/2>).7p,2[1/2],1,5p5.(2P*<3/2>).8s,2[3/2]*,2,,,L2228,
Xe,1,3503.83,,3503.826+,75:,,,89860.015,92714.038,5p5.(2P*<1/2>).6p,2[1/2],0,5p5.(2P*<3/2>).7d,2[3/2]*,1,,,L2228,
Xe,1,3507.99,,3507.984+,5000:,6.10e+05,C+,78119.798,80970.438,5p5.(2P*<3/2>).6p,2[5/2],2,5p5.(2P*<3/2>).5d,2[7/2]*,3,,T7944,L2228,
Xe,1,3525.65,,3525.652+,110:,,,89534.568,92370.923,5p5.(2P*<3/2>).6d,2[5/2]*,3,5p5.(2P*<3/2>).8p,2[3/2],2,,,L2228,
Xe,1,3570.16,,3570.168+,30:,,,88351.681,91152.670,5p5.(2P*<3/2>).7p,2[5/2],2,5p5.(2P*<1/2>).5d,2[5/2]*,2,,,L2228,
Xe,1,3605.49,,3605.495+,20:,6.0e+05,C,88379.126,91152.670,5p5.(2P*<1/2>).6p,2[3/2],1,5p5.(2P*<1/2>).5d,2[5/2]*,2,,"T796n,T7944",L2228,
Xe,1,3621.91,,3621.910+,250:,,,88686.500,91447.474,5p5.(2P*<3/2>).7p,2[3/2],2,5p5.(2P*<1/2>).5d,2[3/2]*,2,,,L2228,
Xe,1,3624.16,,3624.155+,150:,,,76196.767,78956.031,5p5.(2P*<1/2>).6s,2[1/2]*,0,5p5.(2P*<3/2>).6p,2[3/2],1,,,L2228,
Xe,1,3651.85,0.10,3651.829+,100,1.3e+06,D+,85188.777,87927.131,5p5.(2P*<3/2>).7s,2[3/2]*,2,5p5.(2P*<3/2>).7p,2[1/2],1,,T8608,L1975,
Xe,1,3662.47,0.40,3662.491+,1,,,89534.568,92264.950,5p5.(2P*<3/2>).6d,2[5/2]*,3,5p5.(2P*<3/2>).8p,2[5/2],3,,,L1975,
Xe,1,3679.88,0.10,3679.889+,250,3.5e+05,D+,77269.145,79986.618,5p5.(2P*<3/2>).6p,2[1/2],1,5p5.(2P*<3/2>).5d,2[1/2]*,1,,"T796n,T7944",L1975,
Xe,1,3685.88,0.30,3685.9+,17*,,,94285.651,96998.7,5p5.(2P*<3/2>).8d,2[3/2]*,2,5p5.(2P*<3/2>).15p,2[5/2],3,,,L1975,
Xe,1,3685.88,0.30,3685.890+,17*,,,79212.465,81925.514,5p5.(2P*<3/2>).6p,2[3/2],2,5p5.(2P*<3/2>).5d,2[5/2]*,2,,,L1975,
Xe,1,3721.88,0.40,3721.908+,1*,,,89534.568,92221.362,5p5.(2P*<3/2>).6d,2[5/2]*,3,5p5.(2P*<3/2>).8p,2[5/2],2,,,L1975,
Xe,1,3721.88,0.40,3721.89+,1*,,,94168.86,96855.664,5p5.(2P*<3/2>).9p,2[3/2],1,5p5.(2P*<3/2>).13d,2[5/2]*,2,,,L1975,
Xe,1,3726.48,0.40,3726.536+,2,,,88469.213,91152.670,5p5.(2P*<3/2>).7p,2[5/2],3,5p5.(2P*<1/2>).5d,2[5/2]*,2,,,L1975,
Xe,1,3850.82,0.40,3850.704+,1,,,90804.538,93401.466,5p5.(2P*<3/2>).8s,2[3/2]*,2,5p5.(2P*<3/2>).5f,2[5/2],3,,,L1975,
Xe,1,3867.889,0.100,3867.76+,22,,,90860.655,93446.13,5p5.(2P*<3/2>).4f,2[9/2],5,5p5.(2P*<3/2>).5g,2[9/2]*,5,,,L234,
Xe,1,3869.073,0.100,3869.03+,18,,,90861.506,93446.13,5p5.(2P*<3/2>).4f,2[9/2],4,5p5.(2P*<3/2>).5g,2[9/2]*,4,,,L234,
Xe,1,3869.6845,0.1000,3869.658+,200,5.4e+05,C,89162.356,91746.564,5p5.(2P*<1/2>).6p,2[3/2],2,5p5.(2P*<1/2>).5d,2[5/2]*,3,,"T796n,T7944",L234,
Xe,1,3873.773,0.100,3873.80+,150,,,90839.777,93421.22,5p5.(2P*<3/2>).4f,2[3/2],1,5p5.(2P*<3/2>).5g,2[5/2]*,2,,,L234,
Xe,1,3874.8607,0.1000,3874.841+,250,,,88351.681,90932.432,5p5.(2P*<3/2>).7p,2[5/2],2,5p5.(2P*<3/2>).8s,2[3/2]*,1,,,L234,
Xe,1,3887.877,0.100,3887.89+,350,,,90849.440,93421.53,5p5.(2P*<3/2>).4f,2[3/2],2,5p5.(2P*<3/2>).5g,2[5/2]*,3,,,L234,
Xe,1,3895.0396,0.1000,3895.026+,25000,,,78403.061,80970.438,5p5.(2P*<3/2>).6p,2[5/2],3,5p5.(2P*<3/2>).5d,2[7/2]*,3,,,L234,
Xe,1,3895.966,0.100,3896.02+,1400,,,90860.655,93427.38,5p5.(2P*<3/2>).4f,2[9/2],5,5p5.(2P*<3/2>).5g,2[11/2]*,6,,,L234,
Xe,1,3897.307,0.100,3897.31+,1100,,,90861.506,93427.38,5p5.(2P*<3/2>).4f,2[9/2],4,5p5.(2P*<3/2>).5g,2[11/2]*,5,,,L234,
Xe,1,3916.5126,0.1000,3916.491+,28,,,88379.126,90932.432,5p5.(2P*<1/2>).6p,2[3/2],1,5p5.(2P*<3/2>).8s,2[3/2]*,1,,,L234,
Xe,1,3920.97,0.20,3920.95+,1,,,92646.125,95196.53,5p5.(2P*<3/2>).7d,2[7/2]*,3,5p5.(2P*<3/2>).10p,2[5/2],3,,,L4211c2,
Xe,1,3926.38,0.40,3925.46+,1,,,94190.24,96737.710,5p5.(2P*<3/2>).9p,2[3/2],2,5p5.(2P*<3/2>).14s,2[3/2]*,1,,,L1975,
Xe,1,3929.54,0.40,3929.094+,2,,,93401.466,95946.582,5p5.(2P*<3/2>).5f,2[5/2],3,5p5.(2P*<3/2>).10d,2[5/2]*,3,,,L1975,
Xe,1,3929.95,0.40,3930.06+,1,,,94285.651,96830.14,5p5.(2P*<3/2>).8d,2[3/2]*,2,5p5.(2P*<3/2>).14p,2[5/2],3,,,L1975,
Xe,1,3933.41,0.40,3934.020+,2*,,,93362.671,95904.600,5p5.(2P*<3/2>).5f,2[3/2],1,5p5.(2P*<3/2>).10d,2[3/2]*,2,,,L1975,
Xe,1,3933.41,0.40,3932.957+,2*,,,93403.966,95946.582,5p5.(2P*<3/2>).5f,2[5/2],2,5p5.(2P*<3/2>).10d,2[5/2]*,3,,,L1975,
Xe,1,3948.393,0.100,3948.40+,400,,,90907.090,93439.76,5p5.(2P*<3/2>).4f,2[5/2],3,5p5.(2P*<3/2>).5g,2[7/2]*,4,,,L234,
Xe,1,3952.986,0.100,3953.03+,200,,,90910.052,93439.76,5p5.(2P*<3/2>).4f,2[5/2],2,5p5.(2P*<3/2>).5g,2[7/2]*,3,,,L234,
Xe,1,3963.51,0.40,3963.567+,2,,,90032.155,92555.135,5p5.(2P*<3/2>).6d,2[3/2]*,1,5p5.(2P*<3/2>).8p,2[1/2],0,,,L1975,
Xe,1,3977.011,0.100,3977.03+,7,,,90907.090,93421.53,5p5.(2P*<3/2>).4f,2[5/2],3,5p5.(2P*<3/2>).5g,2[5/2]*,3,,,L234,
Xe,1,3981.66,0.40,3981.72+,1,,,90910.052,93421.53,5p5.(2P*<3/2>).4f,2[5/2],2,5p5.(2P*<3/2>).5g,2[5/2]*,3,,,L1975,
Xe,1,3982.185,0.100,3982.21+,4,,,90910.052,93421.22,5p5.(2P*<3/2>).4f,2[5/2],2,5p5.(2P*<3/2>).5g,2[5/2]*,2,,,L234,
Xe,1,3990.66,0.40,3990.9+,1,,,94226.320,96732.0,5p5.(2P*<3/2>).8d,2[7/2]*,4,5p5.(2P*<3/2>).10f,2[7/2],3,,,L1975,
Xe,1,3996.5646,0.1000,3996.608+,2500,,,77269.145,79771.267,5p5.(2P*<3/2>).6p,2[1/2],1,5p5.(2P*<3/2>).5d,2[1/2]*,0,,,L234,
Xe,1,3996.700,0.100,3996.81+,1200*,,,90944.133,93446.13,5p5.(2P*<3/2>).4f,2[7/2],4,5p5.(2P*<3/2>).5g,2[9/2]*,5,,,L234,
Xe,1,3996.700,0.100,3996.67+,1200*,,,90944.050,93446.13,5p5.(2P*<3/2>).4f,2[7/2],3,5p5.(2P*<3/2>).5g,2[9/2]*,4,,,L234,
Xe,1,4005.05,0.40,4004.68+,1*,,,94134.53,96631.610,5p5.(2P*<3/2>).9p,2[5/2],3,5p5.(2P*<3/2>).12d,2[7/2]*,3,,,L1975,
Xe,1,4005.05,0.40,4004.3+,1*,,,94228.004,96725.3,5p5.(2P*<3/2>).8d,2[1/2]*,1,5p5.(2P*<3/2>).10f,2[3/2],2,,,L1975,
Xe,1,4007.069,0.100,4007.01+,30*,,,90944.133,93439.76,5p5.(2P*<3/2>).4f,2[7/2],4,5p5.(2P*<3/2>).5g,2[7/2]*,4,,,L234,
Xe,1,4007.069,0.100,4006.88+,30*,,,90944.050,93439.76,5p5.(2P*<3/2>).4f,2[7/2],3,5p5.(2P*<3/2>).5g,2[7/2]*,3,,,L234,
Xe,1,4020.7116,0.1000,4020.724+,33,5.9e+04,D+,85440.017,87927.131,5p5.(2P*<3/2>).7s,2[3/2]*,1,5p5.(2P*<3/2>).7p,2[1/2],1,,T8608,L234,
Xe,1,4054.93,0.40,4054.871+,2,,,88686.500,91152.670,5p5.(2P*<3/2>).7p,2[3/2],2,5p5.(2P*<1/2>).5d,2[5/2]*,2,,,L1975,
Xe,1,4067.26,0.40,4066.95+,1,,,94190.24,96649.083,5p5.(2P*<3/2>).9p,2[3/2],2,5p5.(2P*<3/2>).12d,2[5/2]*,3,,,L1975,
Xe,1,4076.9003,0.1000,4076.879+,18,,,88351.681,90804.538,5p5.(2P*<3/2>).7p,2[5/2],2,5p5.(2P*<3/2>).8s,2[3/2]*,2,,,L234,
Xe,1,4123.01,0.40,4123.011+,3,,,88379.126,90804.538,5p5.(2P*<1/2>).6p,2[3/2],1,5p5.(2P*<3/2>).8s,2[3/2]*,2,,,L1975,
Xe,1,4152.60,0.30,4152.632+,30,,,88744.559,91152.670,5p5.(2P*<3/2>).7p,2[3/2],1,5p5.(2P*<1/2>).5d,2[5/2]*,2,,,L1975,
Xe,1,4178.05,0.40,4178.890+,1,,,94737.121,97130.101,5p5.(2P*<3/2>).6f,2[3/2],2,5p5.(2P*<3/2>).15d,2[1/2]*,1,,,L1975,
Xe,1,4183.13,0.30,4182.9+,20,,,94339.433,96730.1,5p5.(2P*<3/2>).8d,2[5/2]*,2,5p5.(2P*<3/2>).10f,2[5/2],2,,,L1975,
Xe,1,4218.36,0.40,4218.6+,1,,,94110.15,96480.62,5p5.(2P*<3/2>).9p,2[5/2],2,5p5.(2P*<3/2>).13s,2[3/2]*,1,,,L1975,
Xe,1,4223.21,0.30,4223.24+,30*,,,94769.465,97137.316,5p5.(2P*<3/2>).6f,2[7/2],3,5p5.(2P*<3/2>).15d,2[7/2]*,3,,,L1975,
Xe,1,4223.21,0.30,4223.34+,30*,,,94769.524,97137.316,5p5.(2P*<3/2>).6f,2[7/2],4,5p5.(2P*<3/2>).15d,2[7/2]*,3,,,L1975,
Xe,1,4236.73,0.40,4236.79+,1,,,88549.775,90910.052,5p5.(2P*<3/2>).6d,2[1/2]*,1,5p5.(2P*<3/2>).4f,2[5/2],2,,,L1975,
Xe,1,4257.50,0.30,4257.57+,15,,,88491.020,90839.777,5p5.(2P*<3/2>).6d,2[1/2]*,0,5p5.(2P*<3/2>).4f,2[3/2],1,,,L1975,
Xe,1,4282.09,0.30,4282.06+,30,,,88469.213,90804.538,5p5.(2P*<3/2>).7p,2[5/2],3,5p5.(2P*<3/2>).8s,2[3/2]*,2,,,L1975,
Xe,1,4300.99,0.40,4301.82+,1,,,92444.927,94769.524,5p5.(2P*<3/2>).7d,2[7/2]*,4,5p5.(2P*<3/2>).6f,2[7/2],4,,,L1975,
Xe,1,4342.42,0.40,4341.7+,1,,,94168.86,96472.13,5p5.(2P*<3/2>).9p,2[3/2],1,5p5.(2P*<3/2>).13s,2[3/2]*,2,,,L1975,
Xe,1,4346.08,0.40,4346.10+,1,,,90032.155,92333.066,5p5.(2P*<3/2>).6d,2[3/2]*,1,5p5.(2P*<3/2>).8p,2[3/2],1,,,L1975,
Xe,1,4348.46,0.30,4348.46+,25,,,88549.775,90849.440,5p5.(2P*<3/2>).6d,2[1/2]*,1,5p5.(2P*<3/2>).4f,2[3/2],2,,,L1975,
Xe,1,4366.80,0.40,4366.81+,6,,,88549.775,90839.777,5p5.(2P*<3/2>).6d,2[1/2]*,1,5p5.(2P*<3/2>).4f,2[3/2],1,,,L1975,
Xe,1,4408.68,0.40,4408.87+,1*,,,91152.670,93420.823,5p5.(2P*<1/2>).5d,2[5/2]*,2,5p5.(2P*<3/2>).5f,2[7/2],3,,,L1975,
Xe,1,4408.68,0.40,4408.64+,1*,,,89860.015,92128.287,5p5.(2P*<1/2>).6p,2[1/2],0,5p5.(2P*<3/2>).7d,2[1/2]*,1,,,L1975,
Xe,1,4452.45,0.40,4452.49+,9,,,88686.500,90932.432,5p5.(2P*<3/2>).7p,2[3/2],2,5p5.(2P*<3/2>).8s,2[3/2]*,1,,,L1975,
Xe,1,4473.24,0.40,4473.74+,3*,,,94228.004,96463.27,5p5.(2P*<3/2>).8d,2[1/2]*,1,5p5.(2P*<3/2>).9f,2[3/2],2,,,L1975,
Xe,1,4473.24,0.40,4473.10+,3*,,,88708.466,90944.050,5p5.(2P*<3/2>).6d,2[3/2]*,2,5p5.(2P*<3/2>).4f,2[7/2],3,,,L1975,
Xe,1,4478.46,0.40,4478.0+,2,,,94685.467,96918.6,5p5.(2P*<3/2>).8d,2[3/2]*,1,5p5.(2P*<3/2>).11f,2[3/2],2,,,L1975,
Xe,1,4513.20,0.40,4513.37+,1,,,95216.46,97432.098,5p5.(2P*<3/2>).10p,2[3/2],1,5p5.(2P*<3/2>).19d,2[3/2]*,2,,,L1975,
Xe,1,4519.46,0.40,4519.7+,1,,,93618.24,[95830.8],5p5.(2P*<1/2>).5d,2[3/2]*,1,5p5.(2P*<3/2>).11p,2[1/2],1,,,L1975,
Xe,1,4525.13,0.40,4524.88+,1,,,91152.670,93362.671,5p5.(2P*<1/2>).5d,2[5/2]*,2,5p5.(2P*<3/2>).5f,2[3/2],1,,,L1975,
Xe,1,4539.32,0.20,4539.37+,50,,,78119.798,80322.746,5p5.(2P*<3/2>).6p,2[5/2],2,5p5.(2P*<3/2>).5d,2[3/2]*,2,,,L1975,
Xe,1,4542.20,0.40,4542.18+,2,,,88708.466,90910.052,5p5.(2P*<3/2>).6d,2[3/2]*,2,5p5.(2P*<3/2>).4f,2[5/2],2,,,L1975,
Xe,1,4548.25,0.30,4548.30+,30,,,88708.466,90907.090,5p5.(2P*<3/2>).6d,2[3/2]*,2,5p5.(2P*<3/2>).4f,2[5/2],3,,,L1975,
Xe,1,4570.60,0.40,4570.65+,7,,,88744.559,90932.432,5p5.(2P*<3/2>).7p,2[3/2],1,5p5.(2P*<3/2>).8s,2[3/2]*,1,,,L1975,
Xe,1,4573.18,0.40,4572.4+,1,,,94134.53,96321.55,5p5.(2P*<3/2>).9p,2[5/2],3,5p5.(2P*<3/2>).11d,2[7/2]*,4,,,L1975,
Xe,1,4580.29,0.40,4581.01+,1*,,,94290.225,96473.15,5p5.(2P*<3/2>).8d,2[7/2]*,3,5p5.(2P*<3/2>).9f,2[7/2],4,,,L1975,
Xe,1,4580.29,0.40,4581.01+,1*,,,94290.225,96473.15,5p5.(2P*<3/2>).8d,2[7/2]*,3,5p5.(2P*<3/2>).9f,2[7/2],3,,,L1975,
Xe,1,4580.29,0.40,4579.79+,1*,,,95196.53,97380.036,5p5.(2P*<3/2>).10p,2[5/2],3,5p5.(2P*<3/2>).18d,2[7/2]*,3,,,L1975,
